127.0.0.1 - - [19/Jun/2023:09:21:43 -0600] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:06 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:07 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4245
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:09 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 11713
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:09 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:16 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4281
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:18 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 11749
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:24:18 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:02 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 12454
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:02 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesVerdes.jpg HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:02 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:02 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesVerdes.jpg HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19928
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:13 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 18737
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/alert.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquilesVerdes.jpg HTTP/1.1" 200 11959
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:26:14 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:14 -0600] "GET /restaurante-web/login.xhtml HTTP/1.1" 200 6817
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:13:36:15 -0600] "GET /restaurante-web/javax.faces.resource/fonts/glyphicons-halflings-regular.woff2.xhtml HTTP/1.1" 304 -
