127.0.0.1 - - [19/Jun/2023:09:21:43 -0600] "GET / HTTP/1.1" 404 687
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:46 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 15911
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:47 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:56 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 3965
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:59 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 9296
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:59 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:59 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:59 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:59 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:59 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:41:59 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:04 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4011
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10833
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10833
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10833
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:33 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19936
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:48 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17077
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:42:49 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:29 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4718
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10820
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10820
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10820
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:38 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:47 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4810
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10873
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:43:52 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:44:00 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4849
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:44:57 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:44:57 -0600] "GET /restaurante-web/resources/images/alimentos/flanchilakilpower.png HTTP/1.1" 404 767
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:44:57 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:00 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 4867
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 10595
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10595
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "POST /restaurante-web/adminalimentos.xhtml HTTP/1.1" 500 10595
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:12 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19928
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:18 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/adminalimentos.xhtml HTTP/1.1" 200 17125
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/css/animate.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/css/select2.min.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/css/bsf.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/jq/jquery.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/css/bootstrap-switch.css.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/jsf.js.xhtml?ln=javax.faces&stage=Development HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/image-loader.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-switch.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/tooltip.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/select2.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/bootstrap-notify.min.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/bsf.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/collapse.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/js/modal.js.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/javax.faces.resource/jq/ui/i18n/dt/datatable-es.json.xhtml?ln=bsf HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/resources/images/alimentos/chilaquill.png HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/resources/images/alimentos/napolitano.jpg HTTP/1.1" 404 760
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:19 -0600] "GET /restaurante-web/resources/images/alimentos/null HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/admintiposalimentos.xhtml HTTP/1.1" 200 19936
0:0:0:0:0:0:0:1 - - [19/Jun/2023:09:45:30 -0600] "GET /restaurante-web/javax.faces.resource/css/default/core.css.xhtml?ln=bsf HTTP/1.1" 304 -
